Lemma	SF	Analysis	Segmentation	Freq
tarttuvaan	tarttuvaan	tarttua_V-PCP1-ILL	tarttu-va-an	1
tartumme	tartumme	tarttua_V-PL1	tartu-mme	1
tasaarvoasiamiehelle	tasaarvoasiamiehelle	tasa_PFX-arvo_N-asia_N-mies_N-ALL	tasa-arvo-asia-miehe-lle	1
tasoittuessa	tasoittuessa	tasoittaa_V-DVU-INF2-INE	tasoitt-u-e-ssa	1
tasoituksellisesti	tasoituksellisesti	tasoittaa_V-DVUS-DNLLINEN-MAN	tasoit-ukse-llise-sti	1
tasokkuus	tasokkuus	tasokas_A-DAUUS	tasokk-uus	1
taudinkuvat	taudinkuvat	tauti_N-GEN-kuva_N-PL	taudi-n-kuva-t	1
taustajoukoissa	taustajoukoissa	taus_N-PTV-joukko_N-PL-INE-tausta_N	taus-ta-jouko-i-ssa-tausta	1
taustatietona	taustatietona	taus_N-PTV-tieto_N-ESS-tausta_N	taus-ta-tieto-na-tausta	1
tautiperintö	tautiperintö	tauti_N-perintö_N	tauti-perintö	1
tavarahuolto	tavarahuolto	tavara_N-huolto_N	tavara-huolto	1
tavaroihinsa	tavaroihinsa	tavara_N-PL-ILL-3SGPL	tavaro-i-hi-nsa	1
teatterinukkien	teatterinukkien	teatteri_N-GEN-ukki_N-PL-GEN	teatteri-n-ukk-i-en	1
teatterisalin	teatterisalin	teatteri_N-sali_N-GEN	teatteri-sali-n	1
teatteritilat	teatteritilat	teatteri_N-tila_N-PL	teatteri-tila-t	1
teatterityöntekijät	teatterityöntekijät	teatteri_N-työ_N-GEN-tekijä_N-PL	teatteri-työ-n-tekijä-t	1
tehdaskiinteistöt	tehdaskiinteistöt	tehdas_N-kiinteistö_N-PL	tehdas-kiinteistö-t	1
tehdyiksi	tehdyiksi	tehdä_V-PSSPCP2-PL-TRA	teh-dy-i-ksi	1
teheraniin	teheraniin	teheran_N-ILL	teherani-in	1
tekaistuun	tekaistuun	tekaista_V-PSSPCP2-ILL	tekais-tu-un	1
tekijöineen	tekijöineen	tekijä_N-CMT-3SGPL	tekijö-ine-en	1
telakkayhtiölle	telakkayhtiölle	telakka_N-yhtiö_N-ALL	telakka-yhtiö-lle	1
television	television	tele_N-visio_N-GEN-televisio_N	tele-visio-n-televisio	1
tenttiajat	tenttiajat	tentti_N-aika_N-PL	tentti-aja-t	1
teoista	teoista	tea_N-PL-ELA	teo-i-sta	1
teollistuneet	teollistuneet	teollistaa_V-DVU-PCP2-PL	teollist-u-nee-t	1
teollisuudenaloista	teollisuudenaloista	teollinen_A-DAUUS-GEN-ala_N-PL-ELA	teollis-uude-n-alo-i-sta	1
terapeuttinenkin	terapeuttinenkin	terapeuttinen_A-kin_CLI	terapeuttinen-kin	1
terrorismisanan	terrorismisanan	terrorismi_N-sana_N-GEN	terrorismi-sana-n	1
terroristiryhmä	terroristiryhmä	terroristi_N-ryhmä_N	terroristi-ryhmä	1
terveyspalveluja	terveyspalveluja	terve_A-DAUS-palvella_V-DVU-PL-PTV	terve-ys-palvel-u-j-a	1
terveyspäivän	terveyspäivän	terve_A-DAUS-päivä_N-GEN	terve-ys-päivä-n	1
terästäytyä	terästäytyä	terästäytyä_V-INF1	terästäyty-ä	1
testiaikoja	testiaikoja	testi_N-aika_N-PL-PTV	testi-aiko-j-a	1
tiedenaiset	tiedenaiset	tiede_N-nainen_N-PL	tiede-naise-t	1
tiedetoimittajat	tiedetoimittajat	tiede_N-toimia_V-DVTTA-DVJA-PL	tiede-toimi-tta-ja-t	1
tiedonpuutteensa	tiedonpuutteensa	tieto_N-GEN-puute_N-3SGPL	tiedo-n-puuttee-nsa	1
tiedonsaantioikeuden	tiedonsaantioikeuden	tieto_N-GEN-saada_V-DVNTI-oikea_A-DAUS	tiedo-n-saa-nti-oike-ude	1
tiedonsirujen	tiedonsirujen	tieto_N-GEN-siru_N-PL-GEN	tiedo-n-siru-j-en	1
tiedottavansa	tiedottavansa	tiedottaa_V-PCP1-3SGPL	tiedotta-va-nsa	1
tielaki	tielaki	tie_N-laki_N	tie-laki	1
tienaavaa	tienaavaa	tienata_V-PCP1-PTV	tienaa-va-a	1
tieosakkaiden	tieosakkaiden	tie_N-osakas_N-PL-GEN	tie-osakka-i-den	1
tietokantasovelluksissa	tietokantasovelluksissa	tieto_N-kanta_N-soveltaa_V-DVUS-PL-INE	tieto-kanta-sovell-uks-i-ssa	1
tietoväylä	tietoväylä	tieto_N-väylä_N	tieto-väylä	1
tihkusadetta	tihkusadetta	tihku_N-sade_N-PTV	tihku-sadet-ta	1
tiibetsympatiaa	tiibetsympatiaa	tiibet_N-sympatia_N-PTV	tiibet-sympatia-a	1
tikkarin	tikkarin	tikkari_N-GEN	tikkari-n	1
tilaansa	tilaansa	tila_N-ILL-3SGPL	tila-a-nsa	1
tilapäiskekkerien	tilapäiskekkerien	tila_N-päis-kekkerit_N-PL-GEN	tila-päis-kekker-i-en	1
tilastollisesti	tilastollisesti	tilasto_N-DNLLINEN-MAN	tilasto-llise-sti	1
tilinpäätöstietojen	tilinpäätöstietojen	tili_N-GEN-päätös_N-tieto_N-PL-GEN	tili-n-päätös-tieto-j-en	1
tipautettu	tipautettu	tipauttaa_V-PSSPCP2	tipaute-ttu	1
tipautti	tipautti	tipauttaa_V-PAST	tipautt-i	1
tipin	tipin	tippi_N-GEN	tipi-n	1
tippien	tippien	tippi_N-PL-GEN	tipp-i-en	1
tittelikamppailussa	tittelikamppailussa	titteli_N-kampata_V-DVILE-DVU-INE	titteli-kamppa-il-u-ssa	1
todentuntuisena	todentuntuisena	tosi_A-GEN-tuntuinen_A-ESS	tode-n-tuntuise-na	1
toimeentulotueksi	toimeentulotueksi	toimi_N-ILL-tulo_N-tuki_N-TRA	toime-en-tulo-tue-ksi	1
toimenpiteenään	toimenpiteenään	toimi_N-GEN-pide_N-ESS-3SGPL	toime-n-pitee-nä-än	1
toimintaelokuvana	toimintaelokuvana	toimia_V-DVNTA-elo_N-kuva_N-ESS	toimi-nta-elo-kuva-na	1
toimintasuunnitelmassaan	toimintasuunnitelmassaan	toimia_V-DVNTA-suunnitelma_N-INE-3SGPL	toimi-nta-suunnitelma-ssa-an	1
toimintavuottaan	toimintavuottaan	toimia_V-DVNTA-vuo_N-ABE-3SGPL	toimi-nta-vuo-tta-an	1
toimitustyöhön	toimitustyöhön	toimia_V-DVTTA-DVUS-työ_N-ILL	toimi-t-us-työ-hön	1
toinin	toinin	toini_N-GEN	toini-n	1
toistumassa	toistumassa	toistua_V-DVMA-INE	toistu-ma-ssa	1
toivomuskirjeen	toivomuskirjeen	toivomus_N-kirje_N-GEN	toivomus-kirjee-n	1
toivottamalta	toivottamalta	toivoa_V-DVTTA-DVMA-ABL	toivo-tta-ma-lta	1
tolppakengillä	tolppakengillä	tolppa_N-kenkä_N-PL-ADE	tolppa-keng-i-llä	1
tomaattisosetta	tomaattisosetta	tomaatti_N-sose_N-PTV	tomaatti-soset-ta	1
torjuntapolitiikka	torjuntapolitiikka	torjunta_N-politiikka_N	torjunta-politiikka	1
torstaisin	torstaisin	torstainen_A-PL-INS	torstais-i-n	1
toteutusaika	toteutusaika	toteuttaa_V-DVUS-aika_N	toteut-us-aika	1
toteutuskelpoisia	toteutuskelpoisia	toteuttaa_V-DVUS-kelpoinen_A-PL-PTV	toteut-us-kelpois-i-a	1
totuuksien	totuuksien	totuus_N-PL-GEN	totuuks-i-en	1
tourula	tourula	tourula_N	tourula	1
tourulaan	tourulaan	tourula_N-ILL	tourula-an	1
triljoonalla	triljoonalla	triljoona_N-ADE	triljoona-lla	1
trooppiseen	trooppiseen	trooppinen_A-ILL	trooppise-en	1
tsekkaan	tsekkaan	tsekata_V-SG1	tsekkaa-n	1
tukidirektiiville	tukidirektiiville	tuki_N-direktiivi_N-ALL	tuki-direktiivi-lle	1
tukkureista	tukkureista	tukkuri_N-PL-ELA	tukkure-i-sta	1
tukkurilta	tukkurilta	tukkuri_N-ABL	tukkuri-lta	1
tulevaisuussuunnitelman	tulevaisuussuunnitelman	tulla_V-DVVAINEN-DAUUS-suunnitelma_N-GEN	tule-vais-uus-suunnitelma-n	1
tulevallakaan	tulevallakaan	tulla_V-PCP1-ADE-kAAn_CLI	tule-va-lla-kaan	1
tulkitsemme	tulkitsemme	tulkita_V-PL1	tulkitse-mme	1
tulkkipalvelu	tulkkipalvelu	tulkki_N-palvella_V-DVU	tulkki-palvel-u	1
tulojaan	tulojaan	tulo_N-PL-PTV-3SGPL	tulo-j-a-an	1
tulosennusteista	tulosennusteista	tulonen_N-ennuste_N-PL-ELA	tulos-ennuste-i-sta	1
tulososan	tulososan	tulonen_N-osa_N-GEN	tulos-osa-n	1
tulosryhmäjohtajat	tulosryhmäjohtajat	tulonen_N-ryhmä_N-johtaa_V-DVJA-PL	tulos-ryhmä-johta-ja-t	1
tulotuessa	tulotuessa	tulo_N-tuki_N-INE	tulo-tue-ssa	1
tultava	tultava	tulla_V-PSS-PCP1	tul-ta-va	1
tulvavesistä	tulvavesistä	tulva_N-vesi_N-PL-ELA	tulva-ves-i-stä	1
tunkeuduimme	tunkeuduimme	tunkea_V-DVUTU-PAST-PL1	tunke-udu-i-mme	1
tunnelia	tunnelia	tunneli_N-PTV	tunneli-a	1
tuoduksi	tuoduksi	tuoda_V-PSSPCP2-TRA	tuo-du-ksi	1
tuomioistuinkäsittelyjä	tuomioistuinkäsittelyjä	tuomio_N-istuin_N-käsitellä_V-DVU-PL-PTV	tuomio-istuin-käsittel-y-j-ä	1
tuomiojalta	tuomiojalta	tuomi_N-oja_N-ABL	tuomi-oja-lta	1
tuonnin	tuonnin	tuonti_N-GEN	tuonni-n	1
tuontikiintiöistä	tuontikiintiöistä	tuonti_N-kiintiö_N-PL-ELA	tuonti-kiintiö-i-stä	1
tuontimaksut	tuontimaksut	tuonti_N-maksu_N-PL	tuonti-maksu-t	1
tuontioluiden	tuontioluiden	tuonti_N-olut_N-PL-GEN	tuonti-olu-i-den	1
tuontitavaroille	tuontitavaroille	tuonti_N-tavara_N-PL-ALL	tuonti-tavaro-i-lle	1
tuoreemmalta	tuoreemmalta	tuore_A-CMP-ABL	tuoree-mma-lta	1
tuorejuuston	tuorejuuston	tuore_A-juusto_N-GEN	tuore-juusto-n	1
tuotantosuunnissa	tuotantosuunnissa	tuotanto_N-suunta_N-PL-INE	tuotanto-suunn-i-ssa	1
tuotantovaikeuksista	tuotantovaikeuksista	tuotanto_N-vaikea_A-DAUS-PL-ELA	tuotanto-vaike-uks-i-sta	1
tuotemerkissä	tuotemerkissä	tuote_N-merkki_N-INE	tuote-merki-ssä	1
tuotepalkintoja	tuotepalkintoja	tuote_N-palkita_V-DVNTA-PL-PTV	tuote-palki-nto-j-a	1
tuovana	tuovana	tuoda_V-PCP1-ESS	tuo-va-na	1
tupaantuliaispaikalle	tupaantuliaispaikalle	tupa_N-ILL-tuliainen_N-paikka_N-ALL	tupa-an-tuliais-paika-lle	1
tupsahtanut	tupsahtanut	tupsahtaa_V-PCP2	tupsahta-nut	1
tupsahtavan	tupsahtavan	tupsahtaa_V-PCP1-GEN	tupsahta-va-n	1
turistikohteessa	turistikohteessa	turisti_N-kohde_N-INE	turisti-kohtee-ssa	1
turistikohteista	turistikohteista	turisti_N-kohde_N-PL-ELA	turisti-kohte-i-sta	1
turkulaisessa	turkulaisessa	turku_N-DNLAINEN-INE	turku-laise-ssa	1
turvallisuusjoukkonsa	turvallisuusjoukkonsa	turva_N-DNLLINEN-DAUUS-joukko_N-3SGPL	turva-llis-uus-joukko-nsa	1
turvallisuusneuvostoon	turvallisuusneuvostoon	turva_N-DNLLINEN-DAUUS-neuvosto_N-ILL	turva-llis-uus-neuvosto-on	1
turvapaikanhakuun	turvapaikanhakuun	turva_N-paikka_N-GEN-haku_N-ILL	turva-paika-n-haku-un	1
tutkimuskohteella	tutkimuskohteella	tutkimus_N-kohde_N-ADE	tutkimus-kohtee-lla	1
tutkimussopimusten	tutkimussopimusten	tutkimus_N-sopimus_N-PL-GEN	tutkimus-sopimus-t-en	1
tuuraa	tuuraa	tuura_N-PTV-tuurata_V	tuura-a-tuuraa	1
tuuraamiseen	tuuraamiseen	tuurata_V-DVMINEN-ILL	tuuraa-mise-en	1
tuurata	tuurata	tuurata_V-PSS-tuurata_V-INF1	tuura-ta-tuurat-a	1
työkaluohjelmistojen	työkaluohjelmistojen	työ_N-kalu_N-ohjelmisto_N-PL-GEN	työ-kalu-ohjelmisto-j-en	1
työllisyyskehityksen	työllisyyskehityksen	työ_N-DNLLINEN-DAUUS-kehittää_V-DVUS-GEN	työ-llis-yys-kehit-ykse-n	1
työllisyyskehityksestä	työllisyyskehityksestä	työ_N-DNLLINEN-DAUUS-kehittää_V-DVUS-ELA	työ-llis-yys-kehit-ykse-stä	1
työlupakäytäntö	työlupakäytäntö	työ_N-lupa_N-käytäntö_N	työ-lupa-käytäntö	1
työmääränsä	työmääränsä	työ_N-määrä_N-3SGPL	työ-määrä-nsä	1
työssäkin	työssäkin	työ_N-INE-kin_CLI	työ-ssä-kin	1
työsuojelusihteerin	työsuojelusihteerin	työ_N-suojella_V-DVU-sihteeri_N-GEN	työ-suojel-u-sihteeri-n	1
työttömiin	työttömiin	työ_N-DNTON-PL-ILL	työ-ttöm-i-in	1
työturvalla	työturvalla	työ_N-turpa_N-ADE	työ-turva-lla	1
työtyylistä	työtyylistä	työ_N-tyyli_N-ELA	työ-tyyli-stä	1
tähtikultti	tähtikultti	tähti_N-kultti_N	tähti-kultti	1
täpötäydelle	täpötäydelle	täpö-täyde_A-ALL	täpö-täyde-lle	1
täpötäysi	täpötäysi	täpö-täysi_A	täpö-täysi	1
tärkeimpiäkin	tärkeimpiäkin	tärkeä_A-SUP-PL-PTV-kin_CLI	tärke-imp-i-ä-kin	1
tärkeämmiltä	tärkeämmiltä	tärkeä_A-CMP-PL-ABL	tärkeä-mm-i-ltä	1
tärvelemästä	tärvelemästä	tärvellä_V-DVMA-ELA	tärvele-mä-stä	1
täydennysruuaksi	täydennysruuaksi	täydentää_V-DVUS-ruoka_N-TRA	täydenn-ys-ruua-ksi	1
täysipainoiset	täysipainoiset	täysi_A-painoinen_A-PL	täysi-painoise-t	1
uhattaessa	uhattaessa	uhata_V-PSS-INF2-INE	uha-tta-e-ssa	1
uhista	uhista	uhka_N-PL-ELA	uh-i-sta	1
uhkaillaan	uhkaillaan	uhata_V-DVILE-PSS-PE4	uhka-il-la-an	1
uhkasta	uhkasta	uhka_N-ELA	uhka-sta	1
ulkomaalaisongelmasta	ulkomaalaisongelmasta	ulko_PFX-maalainen_A/N-ongelma_N-ELA	ulko-maalais-ongelma-sta	1
ulkomaiset	ulkomaiset	ulko_PFX-mainen_A-PL	ulko-maise-t	1
ulosmarssin	ulosmarssin	ulos_ADV-marssi_N-GEN	ulos-marssi-n	1
ulospäinsuuntautunut	ulospäinsuuntautunut	ulos_ADV-pää_N-PL-INS-suuntautunut_A	ulos-pä-i-n-suuntautunut	1
ulossäteilystä	ulossäteilystä	ulos_ADV-säteillä_V-DVU-ELA	ulos-säteil-y-stä	1
umpikaivolietteiden	umpikaivolietteiden	umpi_PFX-kaivo_N-liete_N-PL-GEN	umpi-kaivo-liette-i-den	1
uratie	uratie	ura_N-tie_N	ura-tie	1
urheilua	urheilua	urheilla_V-DVU-PTV	urheil-u-a	1
urheilutiloja	urheilutiloja	urheilla_V-DVU-tila_N-PL-PTV	urheil-u-tilo-j-a	1
urissa	urissa	ura_N-PL-INE	ur-i-ssa	1
uudenaikaistaa	uudenaikaistaa	uudenaikaistaa_V-INF1	uudenaikaista-a	1
uudistumisprosessin	uudistumisprosessin	uudistaa_V-DVU-DVMINEN-prosessi_N-GEN	uudist-u-mis-prosessi-n	1
uuhien	uuhien	uuhi_N-PL-GEN	uuh-i-en	1
uutislähteenä	uutislähteenä	uutinen_N-lähde_N-ESS	uutis-lähtee-nä	1
uutuuksissakaan	uutuuksissakaan	uutuus_N-PL-INE-kAAn_CLI	uutuuks-i-ssa-kaan	1
vaalikeskustelua	vaalikeskustelua	vaali_N-keskustella_V-DVU-PTV	vaali-keskustel-u-a	1
vaalikierroksella	vaalikierroksella	vaali_N-kierros_N-ADE	vaali-kierrokse-lla	1
vaasankadun	vaasankadun	vaasa_N-GEN-katu_N	vaasa-n-kadu	1
vaatinevat	vaatinevat	vaatia_V-POTN-PL3	vaati-ne-vat	1
vaativimmista	vaativimmista	vaatia_V-PCP1-SUP-PL-ELA	vaati-v-imm-i-sta	1
vaellan	vaellan	vaeltaa_V-SG1	vaella-n	1
vaelluskenkien	vaelluskenkien	vaeltaa_V-DVUS-kenkä_N-PL-GEN	vaell-us-kenk-i-en	1
vahingoittamien	vahingoittamien	vahingoittaa_V-DVMA-PL-GEN	vahingoitta-m-i-en	1
vaihtoehdossakin	vaihtoehdossakin	vaihto_N-ehto_N-INE-kin_CLI	vaihto-ehdo-ssa-kin	1
vaihtopisteitä	vaihtopisteitä	vaihto_N-piste_N-PL-PTV	vaihto-piste-i-tä	1
vaikeakäyttöinen	vaikeakäyttöinen	vaikea_A-käyttöinen_A	vaikea-käyttöinen	1
vaikeuttamisella	vaikeuttamisella	vaikeuttaa_V-DVMINEN-ADE	vaikeutta-mise-lla	1
vaikutusvaltaa	vaikutusvaltaa	vaikuttaa_V-DVUS-valta_N-PTV	vaikut-us-valta-a	1
vaimoaan	vaimoaan	vaimo_N-PTV-3SGPL	vaimo-a-an	1
vajaatehoisia	vajaatehoisia	vaja_N-PTV-tehoinen_A-PL	vaja-a-tehois-i	1
vajarakennus	vajarakennus	vaja_N-rakentaa_V-DVUS	vaja-rakenn-us	1
vakoniemi	vakoniemi	vako_N-niemi_N	vako-niemi	1
vakuutusmarkka	vakuutusmarkka	vakuuttaa_V-DVUS-markka_N	vakuut-us-markka	1
vakuutusmyyjä	vakuutusmyyjä	vakuuttaa_V-DVUS-myydä_V-DVJA	vakuut-us-myy-jä	1
valintamahdollisuuksiin	valintamahdollisuuksiin	valita_V-DVNTA-mahdollinen_A-DAUUS-PL-ILL-valin_N-PTV	vali-nta-mahdollis-uuks-i-in-valin-ta	1
valitusaste	valitusaste	valittaa_V-DVUS-aste_N	valit-us-aste	1
valitusoikeuden	valitusoikeuden	valittaa_V-DVUS-oikea_A-DAUS-GEN	valit-us-oike-ude-n	1
valitusosoituksen	valitusosoituksen	valittaa_V-DVUS-osoittaa_V-DVUS-GEN	valit-us-osoit-ukse-n	1
valjastamista	valjastamista	valjastaa_V-DVMA-PL-ELA	valjasta-m-i-sta	1
valmennuskurssien	valmennuskurssien	valmentaa_V-DVUS-kurssi_N-PL-GEN	valmenn-us-kurss-i-en	1
valmistaudumme	valmistaudumme	valmistautua_V-PL1	valmistaudu-mme	1
valmistuspalveluyritys	valmistuspalveluyritys	valmistaa_V-DVUS-palvella_V-DVU-yrittää_V-DVUS	valmist-us-palvel-u-yrit-ys	1
valmistusvaiheissa	valmistusvaiheissa	valmistaa_V-DVUS-vaihe_N-PL-INE	valmist-us-vaihe-i-ssa	1
valokiilaa	valokiilaa	valo_N-kiila_N-PTV	valo-kiila-a	1
valokuvataiteesta	valokuvataiteesta	valo_N-kuva_N-taide_N-ELA	valo-kuva-taitee-sta	1
valtamerentakaisia	valtamerentakaisia	valta_N-meri_N-GEN-takainen_A-PL-PTV	valta-mere-n-takais-i-a	1
valtapoliittinen	valtapoliittinen	valta_N-poliittinen_A	valta-poliittinen	1
valtiovarainministerikokouksen	valtiovarainministerikokouksen	valtio_N-vara_N-PL-GEN-ministeri_N-kokous_N	valtio-vara-i-n-ministeri-kokoukse	1
valuuttakurssimuutoksia	valuuttakurssimuutoksia	valuutta_N-kurssi_N-muutos_N-PL-PTV	valuutta-kurssi-muutoks-i-a	1
valuuttaliittoon	valuuttaliittoon	valuutta_N-liitto_N-ILL	valuutta-liitto-on	1
vanhenemiseen	vanhenemiseen	vanheta_V-DVMINEN-ILL	vanhene-mise-en	1
vanhentaneet	vanhentaneet	vanheta_V-DVNTAA-PCP2-PL	vanhe-nta-nee-t	1
vankilatyöntekijöiden	vankilatyöntekijöiden	vankila_N-työ_N-GEN-tekijä_N-PL-GEN	vankila-työ-n-tekijö-i-den	1
vapaaehtoisesti	vapaaehtoisesti	vapa_N-PTV-ehtoinen_A-MAN-vapaa_A	vapa-a-ehtoise-sti-vapaa	1
vapaaehtoistyöntekijät	vapaaehtoistyöntekijät	vapa_N-PTV-ehtois-työ_N-GEN-tekijä_N-PL-vapaa_A	vapa-a-ehtois-työ-n-tekijä-t-vapaa	1
vapaakauppaalueesta	vapaakauppaalueesta	vapa_N-PTV-kauppa_N-alue_N-ELA-vapaa_A	vapa-a-kauppa-aluee-sta-vapaa	1
vapaakirjan	vapaakirjan	vapa_N-PTV-kirja_N-GEN-vapaa_A	vapa-a-kirja-n-vapaa	1
varaedustaja	varaedustaja	vara_N-edustaa_V-DVJA	vara-edusta-ja	1
varastohallin	varastohallin	varasto_N-halli_N-GEN	varasto-halli-n	1
varjokokouksessaan	varjokokouksessaan	varjo_N-kokous_N-INE-3SGPL	varjo-kokoukse-ssa-an	1
varjokokousta	varjokokousta	varjo_N-kokous_N-PTV	varjo-kokous-ta	1
varmemmin	varmemmin	varma_A-CMP-PL-INS	varme-mm-i-n	1
varmuudesta	varmuudesta	varma_A-DAUUS-ELA	varm-uude-sta	1
varustettu	varustettu	varustaa_V-PSSPCP2	varuste-ttu	1
vastaanottaessani	vastaanottaessani	vastaanottaa_V-INF2-INE-1SG	vastaanotta-e-ssa-ni	1
vastaanottoaikojaan	vastaanottoaikojaan	vasta_N-ILL-otto_N-aika_N-PL-PTV	vasta-an-otto-aiko-j-a	1
vastaanottokeskuksien	vastaanottokeskuksien	vasta_N-ILL-otto_N-keskus_N-PL-GEN	vasta-an-otto-keskuks-i-en	1
vastaanottonsa	vastaanottonsa	vasta_N-ILL-otto_N-3SGPL	vasta-an-otto-nsa	1
vastaantuloa	vastaantuloa	vasta_N-ILL-tulo_N-PTV	vasta-an-tulo-a	1
vastalauseilla	vastalauseilla	vasta_N-lause_N-PL-ADE	vasta-lause-i-lla	1
vastarokote	vastarokote	vasta_N-rokote_N	vasta-rokote	1
vastasyytösten	vastasyytösten	vasta_N-syytös_N-PL-GEN	vasta-syytös-t-en	1
vastausta	vastausta	vastata_V-DVUS-PTV	vasta-us-ta	1
vastustajamme	vastustajamme	vastustaa_V-DVJA-1PL	vastusta-ja-mme	1
vastustanutta	vastustanutta	vastustaa_V-PCP2-PTV	vastusta-nut-ta	1
vehkeitä	vehkeitä	vehje_N-PL-PTV	vehke-i-tä	1
veit	veit	viedä_V-PAST-SG2	ve-i-t	1
velkajärjestelyllä	velkajärjestelyllä	velka_N-järjestää_V-DVELE-DVU-ADE	velka-järjest-el-y-llä	1
velkoa	velkoa	velkoa_V-INF1	velko-a	1
velkojaksi	velkojaksi	velkoa_V-DVJA-TRA	velko-ja-ksi	1
velvollisuus	velvollisuus	velvollinen_A-DAUUS	velvollis-uus	1
venetelineiden	venetelineiden	vene_N-teline_N-PL-GEN	vene-teline-i-den	1
venäläisjoukkojen	venäläisjoukkojen	venäläinen_A/N-joukko_N-PL-GEN	venäläis-joukko-j-en	1
venäläisjoukoilla	venäläisjoukoilla	venäläinen_A/N-joukko_N-PL-ADE	venäläis-jouko-i-lla	1
venäläislähteet	venäläislähteet	venäläinen_A/N-lähde_N-PL	venäläis-lähtee-t	1
verenluovutustilaisuuksissa	verenluovutustilaisuuksissa	veri_N-GEN-luopua_V-DVTTA-DVUS-tilainen_A-DAUUS-PL-INE	vere-n-luovu-t-us-tilais-uuks-i-ssa	1
verensokerinsa	verensokerinsa	veri_N-GEN-sokeri_N-3SGPL	vere-n-sokeri-nsa	1
verillä	verillä	veri_N-PL-ADE	ver-i-llä	1
verohelpotuksillaan	verohelpotuksillaan	vero_N-helpottaa_V-DVUS-PL-ADE-3SGPL	vero-helpot-uks-i-lla-an	1
verohelpotusta	verohelpotusta	vero_N-helpottaa_V-DVUS-PTV	vero-helpot-us-ta	1
verokiilan	verokiilan	vero_N-kiila_N-GEN	vero-kiila-n	1
veromarkkojaan	veromarkkojaan	vero_N-markka_N-PL-PTV-3SGPL	vero-markko-j-a-an	1
veronmaksajille	veronmaksajille	vero_N-GEN-maksaa_V-DVJA-PL-ALL	vero-n-maksa-j-i-lle	1
verotuksiin	verotuksiin	verottaa_V-DVUS-PL-ILL	verot-uks-i-in	1
verotuloennusteet	verotuloennusteet	vero_N-tulo_N-ennuste_N-PL	vero-tulo-ennustee-t	1
verovapaina	verovapaina	vero_N-vapaa_A-PL-ESS	vero-vapa-i-na	1
verrattiin	verrattiin	verrata_V-PSS-PAST-PE4	verra-tt-i-in	1
verrokkeja	verrokkeja	verrokki_N-PL-PTV	verrokke-j-a	1
vertailuarvoon	vertailuarvoon	verrata_V-DVILE-DVU-arvo_N-ILL	verta-il-u-arvo-on	1
vesikoista	vesikoista	vesikko_N-PL-ELA	vesiko-i-sta	1
vesikon	vesikon	vesikko_N-GEN	vesiko-n	1
vesirakentamisesta	vesirakentamisesta	vesi_N-rakentaa_V-DVMINEN-ELA	vesi-rakenta-mise-sta	1
vesitankkia	vesitankkia	vesi_N-tankki_N-PTV	vesi-tankki-a	1
veteraanisarja	veteraanisarja	veteraani_N-sarja_N	veteraani-sarja	1
veturiaukion	veturiaukion	veturi_N-aukio_N-GEN	veturi-aukio-n	1
veturitalleihin	veturitalleihin	veturi_N-talli_N-PL-ILL	veturi-talle-i-hin	1
vetäjäpula	vetäjäpula	vetää_V-DVJA-pula_N	vetä-jä-pula	1
vialliseen	vialliseen	vika_N-DNLLINEN-ILL	via-llise-en	1
videopalvelimelta	videopalvelimelta	video_N-palvelin_N-ABL	video-palvelime-lta	1
vienti	vienti	viedä_V-DVNTI	vie-nti	1
vierasrotuisen	vierasrotuisen	vieras_A-rotuinen_A-GEN	vieras-rotuise-n	1
viestiviä	viestiviä	viestiä_V-PCP1-PL-PTV	viesti-v-i-ä	1
viettää	viettää	viettää_V-INF1	viettä-ä	1
vihakampanjasta	vihakampanjasta	viha_N-kampanja_N-ELA	viha-kampanja-sta	1
viherrakentajien	viherrakentajien	viher_PFX-rakentaa_V-DVJA-PL-GEN	viher-rakenta-j-i-en	1
vihollisiamme	vihollisiamme	viha_N-DNLLINEN-PL-PTV-1PL-vihollinen_N	viho-llis-i-a-mme-vihollis	1
viihdeneron	viihdeneron	viihde_N-nero_N-GEN	viihde-nero-n	1
viihdevälineiden	viihdevälineiden	viihde_N-väline_N-PL-GEN	viihde-väline-i-den	1
viikkolaskuri	viikkolaskuri	viikko_N-laskuri_N	viikko-laskuri	1
viimeaikainen	viimeaikainen	viime_A-aikainen_A	viime-aikainen	1
viimeisteltäväksi	viimeisteltäväksi	viimeistellä_V-PSS-PCP1-TRA	viimeistel-tä-vä-ksi	1
viimeistelyharjoituksessaan	viimeistelyharjoituksessaan	viimeistellä_V-DVU-harjoittaa_V-DVUS-INE-3SGPL	viimeistel-y-harjoit-ukse-ssa-an	1
viimeistelyssä	viimeistelyssä	viimeistellä_V-DVU-INE	viimeistel-y-ssä	1
viimepäivinä	viimepäivinä	viime_A-päivä_N-PL-ESS	viime-päiv-i-nä	1
viitehinta	viitehinta	viite_N-hinta_N	viite-hinta	1
viljanmaalla	viljanmaalla	vilja_N-GEN-maa_N-ADE	vilja-n-maa-lla	1
viljatuotteet	viljatuotteet	vilja_N-tuote_N-PL	vilja-tuottee-t	1
viljelytiloja	viljelytiloja	viljellä_V-DVU-tila_N-PL-PTV	viljel-y-tilo-j-a	1
vilkaiskaapa	vilkaiskaapa	vilkaista_V-IMPV-pA_CLI	vilkais-kaa-pa	1
