SF	Word	Segmentation	Analysis	Freq
jɑrdɯmlɑʃmɑ	yardımlaşma	jɑrdɯm-lɑʃ-mɑ	Stem-las-vn:inf	163
jolsuzluk	yolsuzluk	jolsuz-luk	Stem-lik	163
zevkli	zevkli	zevk-li	Stem-li	163
yrynlerde	ürünlerde	yryn-ler-de	Stem-pl-loc	162
bølymlerin	bölümlerin	bølym-ler-in	Stem-pl-gen	162
bɑjɑnlɑr	bayanlar	bɑjɑn-lɑr	Stem-pl	162
belgeleriin	belgelerinin	belge-ler-i-in	Stem-pl-p3s-gen	162
bilgisɑjɑrdɑn	bilgisayardan	bilgisɑjɑr-dɑn	Stem-abl	162
depou	deposu	depo-u	Stem-p3s	162
depremde	depremde	deprem-de	Stem-loc	162
ekrɑndɑki	ekrandaki	ekrɑn-dɑ-ki	Stem-loc-ki	162
fɑzlɑsɯjlɑ	fazlasıyla	fɑzlɑsɯjlɑ	Stem	162
formyl	formül	formyl	Stem	162
gɑzeteʤilerin	gazetecilerin	gɑzeteʤi-ler-in	Stem-pl-gen	162
getirmei	getirmesi	getir-me-i	Stem-vn:inf-p3s	162
hɑstɑnelerde	hastanelerde	hɑstɑne-ler-de	Stem-pl-loc	162
isteme	istemek	iste-me	Stem-vn:inf	162
kɯzlɑr	kızlar	kɯz-lɑr	Stem-pl	162
kɑplɑn	kaplan	kɑplɑn	Stem	162
kɑrɯʃɯm	karışım	kɑrɯʃɯm	Stem	162
kɑjɯplɑr	kayıplar	kɑjɯp-lɑr	Stem-pl	162
kezɑ	keza	kezɑ	Stem	162
myessese	müessese	myessese	Stem	162
mɑlzemeden	malzemeden	mɑlzeme-den	Stem-abl	162
mekɑndɑ	mekanda	mekɑn-dɑ	Stem-loc	162
miljonɑ	milyona	miljon-ɑ	Stem-dat	162
odɑlɑrdɑ	odalarda	odɑ-lɑr-dɑ	Stem-pl-loc	162
operɑ	opera	operɑ	Stem	162
ot	ot	ot	Stem	162
pɑrlɑmento	parlamento	pɑrlɑmento	Stem	162
syreʧler	süreçler	syreʧ-ler	Stem-pl	162
sektørlerde	sektörlerde	sektør-ler-de	Stem-pl-loc	162
sosjoloʒi	sosyoloji	sosjoloʒi	Stem	162
tonu	tonu	ton-u	Stem-p3s	162
vekilleri	vekilleri	vekil-ler-i	Stem-pl-p3s	162
jɑrɯʃmɑdɑ	yarışmada	jɑrɯʃmɑ-dɑ	Stem-loc	162
jɑzɯlɑrɯn	yazıların	jɑzɯ-lɑr-ɯn	Stem-pl-gen	162
jemin	yemin	jemin	Stem	162
jetkililerin	yetkililerin	jetki-li-ler-in	Stem-li-pl-gen	162
jetkin	yetkin	jetkin	Stem	162
zinʤir	zincir	zinʤir	Stem	162
ʧerʧevei	çerçevesi	ʧerʧeve-i	Stem-p3s	161
ɑilee	aileye	ɑile-e	Stem-dat	161
belirti	belirti	belirti	Stem	161
ʤʤ	cc	ʤʤ	Stem	161
dijɑliz	diyaliz	dijɑliz	Stem	161
fɑrmɑkoloʒi	farmakoloji	fɑrmɑkoloʒi	Stem	161
geʤekondu	gecekondu	geʤekondu	Stem	161
gelirin	gelirin	gelir-in	Stem-gen	161
giriʃimler	girişimler	giriʃim-ler	Stem-pl	161
hɑritɑlɑr	haritalar	hɑritɑ-lɑr	Stem-pl	161
køpryy	köprüsü	køpry-y	Stem-p3s	161
kɑmusɑl	kamusal	kɑmu-sɑl	Stem-sal	161
kɑndɑ	kanda	kɑn-dɑ	Stem-loc	161
kɑrtɯn	kartın	kɑrt-ɯn	Stem-gen	161
kɑuʧuk	kauçuk	kɑuʧuk	Stem	161
kontenʒɑn	kontenjan	kontenʒɑn	Stem	161
kurɑmsɑl	kuramsal	kurɑmsɑl	Stem	161
mɑhkemein	mahkemenin	mɑhkeme-in	Stem-gen	161
ojnɑmɑ	oynamak	ojnɑ-mɑ	Stem-vn:inf	161
sɑɑtten	saatten	sɑɑt-ten	Stem-abl	161
sɑp	sap	sɑp	Stem	161
sebebijet	sebebiyet	sebebijet	Stem	161
serɑ	sera	serɑ	Stem	161
sevijeleri	seviyeleri	sevije-ler-i	Stem-pl-p3s	161
versijonu	versiyonu	versijon-u	Stem-p3s	161
jyzjɯllɑr	yüzyıllar	jyzjɯl-lɑr	Stem-pl	161
jɑsɑlɑrɑ	yasalara	jɑsɑ-lɑr-ɑ	Stem-pl-dat	161
ɯlɯk	ılık	ɯlɯk	Stem	160
ødyller	ödüller	ødyl-ler	Stem-pl	160
ɑtɯʃ	atış	ɑt-ɯʃ	Stem-vn:yis	160
bɑʃkɑnvekili	başkanvekili	bɑʃkɑnvekili	Stem	160
bildirileri	bildirileri	bildiri-ler-i	Stem-pl-p3s	160
birimlere	birimlere	birim-ler-e	Stem-pl-dat	160
bojutlɑrɑ	boyutlara	bojut-lɑr-ɑ	Stem-pl-dat	160
dekɑnɯ	dekanı	dekɑn-ɯ	Stem-p3s	160
dekorɑtif	dekoratif	dekorɑtif	Stem	160
detɑjlɑrɯ	detayları	detɑj-lɑr-ɯ	Stem-pl-acc	160
dujgulɑr	duygular	dujgu-lɑr	Stem-pl	160
eʃjɑlɑrɯ	eşyaları	eʃjɑ-lɑr-ɯ	Stem-pl-p3s	160
esnɑdɑ	esnada	esnɑ-dɑ	Stem-loc	160
hɑfɯzɑ	hafıza	hɑfɯzɑ	Stem	160
hɑsɑt	hasat	hɑsɑt	Stem	160
kɑmpys	kampüs	kɑmpys	Stem	160
kɑmpus	kampus	kɑmpus	Stem	160
kɑrɯɯ	karısı	kɑrɯ-ɯ	Stem-p3s	160
myʤɑdelee	mücadeleye	myʤɑdele-e	Stem-dat	160
mylɑkɑt	mülakat	mylɑkɑt	Stem	160
otorite	otorite	otorite	Stem	160
ret	ret	ret	Stem	160
semt	semt	semt	Stem	160
senɑrjo	senaryo	senɑrjo	Stem	160
tesʤilli	tescilli	tesʤil-li	Stem-li	160
titiz	titiz	titiz	Stem	160
tuɰlɑ	tuğla	tuɰlɑ	Stem	160
jɑkɑlɑmɑ	yakalamak	jɑkɑlɑ-mɑ	Stem-vn:inf	160
jɑklɑʃɯmlɑrɯ	yaklaşımları	jɑklɑʃɯm-lɑr-ɯ	Stem-pl-acc	160
ʧɑɰlɑr	çağlar	ʧɑɰ-lɑr	Stem-pl	159
ørnekleme	örnekleme	ørneklem-e	Stem-dat	159
ʃiirleri	şiirleri	ʃiir-ler-i	Stem-pl-acc	159
ʃikɑjetler	şikayetler	ʃikɑjet-ler	Stem-pl	159
ystte	üstte	yst-te	Stem-loc	159
ɑboneler	aboneler	ɑbone-ler	Stem-pl	159
ɑvɑntɑʒlɯ	avantajlı	ɑvɑntɑʒ-lɯ	Stem-li	159
bɯrɑkɑn	bırakan	bɯrɑk-ɑn	Stem-part:pres	159
bylten	bülten	bylten	Stem	159
bɑbɑɯn	babanın	bɑbɑ-ɯn	Stem-gen	159
bizlerin	bizlerin	bizler-in	Stem-gen	159
denetler	denetler	denet-ler	Stem-pl	159
diʃli	dişli	diʃli	Stem	159
fɑrklɯlɯklɑrɯ	farklılıkları	fɑrk-lɯ-lɯk-lɑr-ɯ	Stem-li-lik-pl-p3s	159
giriʃimlerde	girişimlerde	giriʃim-ler-de	Stem-pl-loc	159
istɑsjonlɑrɯ	istasyonları	istɑsjon-lɑr-ɯ	Stem-pl-p3s	159
istikrɑrlɯ	istikrarlı	istikrɑr-lɯ	Stem-li	159
istinɑden	istinaden	istinɑden	Stem	159
kɑldɯrmɑ	kaldırma	kɑldɯr-mɑ	Stem-vn:inf	159
kɑpɑtmɑ	kapatmak	kɑpɑt-mɑ	Stem-vn:inf	159
kɑzɑlɑrɯ	kazaları	kɑzɑ-lɑr-ɯ	Stem-pl-p3s	159
kɑzɑnmɑɯ	kazanması	kɑzɑn-mɑ-ɯ	Stem-vn:inf-p3s	159
koɑlisjon	koalisyon	koɑlisjon	Stem	159
korkuu	korkusu	korku-u	Stem-p3s	159
kuvɑrs	kuvars	kuvɑrs	Stem	159
myʃterilere	müşterilere	myʃteri-ler-e	Stem-pl-dat	159
meteoroloʒi	meteoroloji	meteoroloʒi	Stem	159
muhɑbiri	muhabiri	muhɑbir-i	Stem-p3s	159
nɑklijɑt	nakliyat	nɑklijɑt	Stem	159
onurlu	onurlu	onur-lu	Stem-li	159
pɑrtiiin	partisinin	pɑrti-i-in	Stem-p3s-gen	159
pop	pop	pop	Stem	159
sijɑsetin	siyasetin	sijɑset-in	Stem-gen	159
uɰrɑʃɑn	uğraşan	uɰrɑʃ-ɑn	Stem-part:pres	159
vii	vii	vii	Stem	159
virɑl	viral	virɑl	Stem	159
jegɑne	yegane	jegɑne	Stem	159
jorumlɑr	yorumlar	jorum-lɑr	Stem-pl	159
ʃɑmpijonɑɯ	şampiyonası	ʃɑmpijonɑ-ɯ	Stem-p3s	158
ɑlfɑbetik	alfabetik	ɑlfɑbetik	Stem	158
ɑmelijɑtɯ	ameliyatı	ɑmelijɑt-ɯ	Stem-p3s	158
ɑnki	anki	ɑn-ki	Stem-ki	158
ɑrɑlɯksɯz	aralıksız	ɑrɑlɯk-sɯz	Stem-siz	158
ɑsɑnsør	asansör	ɑsɑnsør	Stem	158
ɑskerleri	askerleri	ɑsker-ler-i	Stem-pl-p3s	158
ɑjrɯntɯlɑrɯ	ayrıntıları	ɑjrɯntɯ-lɑr-ɯ	Stem-pl-acc	158
bɑkɯʃtɑ	bakışta	bɑk-ɯʃ-tɑ	Stem-vn:yis-loc	158
bɑslɑr	baslar	bɑs-lɑr	Stem-pl	158
dyʃynʤein	düşüncenin	dyʃynʤe-in	Stem-gen	158
eɰilim	eğilim	eɰilim	Stem	158
elemɑnlɑrɯn	elemanların	elemɑn-lɑr-ɯn	Stem-pl-gen	158
entegrɑsjonu	entegrasyonu	entegrɑsjon-u	Stem-acc	158
etkenler	etkenler	etken-ler	Stem-pl	158
gyveni	güveni	gyven-i	Stem-acc	158
hɑssɑsijet	hassasiyet	hɑssɑsijet	Stem	158
hɑvɑdɑn	havadan	hɑvɑ-dɑn	Stem-abl	158
isin	isin	is-in	Stem-gen	158
kɑtmɑn	katman	kɑtmɑn	Stem	158
kojmɑ	koyma	koj-mɑ	Stem-vn:inf	158
kriter	kriter	kriter	Stem	158
mɑntɯksɑl	mantıksal	mɑntɯk-sɑl	Stem-sal	158
mɑsrɑflɑr	masraflar	mɑsrɑf-lɑr	Stem-pl	158
mekɑnlɑr	mekanlar	mekɑn-lɑr	Stem-pl	158
okullɑrɑ	okullara	okul-lɑr-ɑ	Stem-pl-dat	158
pɑzɑrɯn	pazarın	pɑzɑr-ɯn	Stem-gen	158
polisi	polisi	polis-i	Stem-p3s	158
pusulɑ	pusula	pusulɑ	Stem	158
riskleri	riskleri	risk-ler-i	Stem-pl-p3s	158
sɑkɯn	sakın	sɑkɯn	Stem	158
seminerleri	seminerleri	seminer-ler-i	Stem-pl-p3s	158
sendikɑl	sendikal	sendikɑl	Stem	158
sorumluluklɑr	sorumluluklar	sorumluluk-lɑr	Stem-pl	158
tørende	törende	tøren-de	Stem-loc	158
tyketiʤie	tüketiciye	tyketiʤi-e	Stem-dat	158
tɑmɑmlɑdɯktɑn	tamamladıktan	tɑmɑm-lɑ-dɯk-tɑn	Stem-la-part:past-abl	158
tɑrɑftɑki	taraftaki	tɑrɑf-tɑ-ki	Stem-loc-ki	158
ten	ten	ten	Stem	158
unutmɑmɑ	unutmamak	unut-mɑ-mɑ	Stem-neg-vn:inf	158
jyryrlykteki	yürürlükteki	jyryrlyk-te-ki	Stem-loc-ki	158
jɑɰlɑr	yağlar	jɑɰ-lɑr	Stem-pl	158
ʧekmee	çekmeye	ʧek-me-e	Stem-vn:inf-dat	157
ʧubuk	çubuk	ʧubuk	Stem	157
yʧgen	üçgen	yʧgen	Stem	157
yniversitemizin	üniversitemizin	yniversite-miz-in	Stem-p1p-gen	157
ɑlɑnlɑrdɑki	alanlardaki	ɑlɑn-lɑr-dɑ-ki	Stem-pl-loc-ki	157
ɑmortismɑn	amortisman	ɑmortismɑn	Stem	157
bɑʤɑ	baca	bɑʤɑ	Stem	157
bijokimjɑ	biyokimya	bijokimjɑ	Stem	157
bulɑʃmɑ	bulaşma	bulɑʃ-mɑ	Stem-vn:inf	157
dyʃmɑnɯ	düşmanı	dyʃmɑn-ɯ	Stem-p3s	157
dine	dine	din-e	Stem-dat	157
diplomɑtik	diplomatik	diplomɑtik	Stem	157
elleri	elleri	el-ler-i	Stem-pl-p3s	157
epej	epey	epej	Stem	157
ergin	ergin	erg-in	Stem-gen	157
formɑ	forma	formɑ	Stem	157
gezii	gezisi	gezi-i	Stem-p3s	157
hɑftɑdɑn	haftadan	hɑftɑ-dɑn	Stem-abl	157
ikier	ikişer	iki-er	Stem-dist	157
ilʧelerde	ilçelerde	ilʧe-ler-de	Stem-pl-loc	157
iniʃ	iniş	iniʃ	Stem	157
kɑrtɯɯn	kartının	kɑrt-ɯ-ɯn	Stem-p3s-gen	157
kirɑʤɯ	kiracı	kirɑʤɯ	Stem	157
kuʃlɑr	kuşlar	kuʃ-lɑr	Stem-pl	157
olmɑlɑrnɑ	olmalarına	ol-mɑ-lɑr-n-ɑ	Stem-vn:inf-pl-p2s-dat	157
politikɑlɑrɯɯn	politikalarının	politikɑ-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	157
rɑhmetli	rahmetli	rɑhmetli	Stem	157
rezervleri	rezervleri	rezerv-ler-i	Stem-pl-p3s	157
syree	süreye	syre-e	Stem-dat	157
sevgii	sevgisi	sevgi-i	Stem-p3s	157
sigɑrɑɯn	sigaranın	sigɑrɑ-ɯn	Stem-gen	157
tɑkvije	takviye	tɑkvije	Stem	157
terʤihi	tercihi	terʤih-i	Stem-p3s	157
verelim	verelim	vere-li-m	Stem-li-p1s	157
viʤdɑn	vicdan	viʤdɑn	Stem	157
jɑkɑlɑnɑn	yakalanan	jɑkɑ-lɑn-ɑn	Stem-lan-part:pres	157
jollɑrɯn	yolların	jol-lɑr-ɯn	Stem-pl-gen	157
ʧeʃitlilik	çeşitlilik	ʧeʃit-li-lik	Stem-li-lik	156
ørnekte	örnekte	ørnek-te	Stem-loc	156
øtei	ötesi	øte-i	Stem-p3s	156
ʃɑhsen	şahsen	ʃɑhsen	Stem	156
ʃiiri	şiiri	ʃiir-i	Stem-acc	156
ɑdɑmlɑrɯɯn	adamlarının	ɑdɑm-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	156
ɑh	ah	ɑh	Stem	156
ɑʒɑnsɯ	ajansı	ɑʒɑns-ɯ	Stem-p3s	156
ɑrkeoloʒik	arkeolojik	ɑrkeoloʒik	Stem	156
ɑjɯrmɑ	ayırmak	ɑjɯr-mɑ	Stem-vn:inf	156
bɑʃlɯklɑr	başlıklar	bɑʃlɯk-lɑr	Stem-pl	156
bɑnk	bank	bɑnk	Stem	156
bilgin	bilgin	bilgin	Stem	156
dyzenlenerek	düzenlenerek	dyzen-len-erek	Stem-lan-cv:erek	156
devletten	devletten	devlet-ten	Stem-abl	156
elektron	elektron	elektron	Stem	156
fɑrklɑr	farklar	fɑrk-lɑr	Stem-pl	156
insylin	insülin	insylin	Stem	156
kɑlitein	kalitenin	kɑlite-in	Stem-gen	156
mydyryn	müdürün	mydyr-yn	Stem-gen	156
plɑkɑ	plaka	plɑkɑ	Stem	156
sɑhnee	sahneye	sɑhne-e	Stem-dat	156
sitee	siteye	site-e	Stem-dat	156
sonsuzɑ	sonsuza	son-suz-ɑ	Stem-siz-dat	156
sojut	soyut	sojut	Stem	156
tɑmɑmlɑɑrɑk	tamamlayarak	tɑmɑm-lɑ-ɑrɑk	Stem-la-cv:erek	156
toplɑɑn	toplayan	toplɑ-ɑn	Stem-part:pres	156
umɑrm	umarım	umɑr-m	Stem-p1s	156
vergileri	vergileri	vergi-ler-i	Stem-pl-p3s	156
virysler	virüsler	virys-ler	Stem-pl	156
jɯlki	yılki	jɯl-ki	Stem-ki	156
jørein	yörenin	jøre-in	Stem-gen	156
ɯrk	ırk	ɯrk	Stem	155
øɰrenimi	öğrenimi	øɰrenim-i	Stem-p3s	155
ømyrly	ömürlü	ømyr-ly	Stem-li	155
ʃehirlerde	şehirlerde	ʃehir-ler-de	Stem-pl-loc	155
ʃiʃlik	şişlik	ʃiʃ-lik	Stem-lik	155
ɑksesuɑr	aksesuar	ɑksesuɑr	Stem	155
ɑndɑki	andaki	ɑn-dɑ-ki	Stem-loc-ki	155
ɑpɑrtmɑn	apartman	ɑpɑrtmɑn	Stem	155
ɑrɑʃtɯrmɑlɑrdɑ	araştırmalarda	ɑrɑʃtɯr-mɑ-lɑr-dɑ	Stem-vn:inf-pl-loc	155
borʧlɑrɯ	borçları	borʧ-lɑr-ɯ	Stem-pl-p3s	155
ʤevheri	cevheri	ʤevher-i	Stem-p3s	155
dønerek	dönerek	døn-erek	Stem-cv:erek	155
dynjɑdɑn	dünyadan	dynjɑ-dɑn	Stem-abl	155
eʃjɑlɑr	eşyalar	eʃjɑ-lɑr	Stem-pl	155
ebru	ebru	ebru	Stem	155
enzim	enzim	enzim	Stem	155
evsel	evsel	ev-sel	Stem-sal	155
iʃɑretleri	işaretleri	iʃɑret-ler-i	Stem-pl-p3s	155
ikrɑm	ikram	ikrɑm	Stem	155
ileti	ileti	ileti	Stem	155
kɑdɯnɑ	kadına	kɑdɯn-ɑ	Stem-dat	155
kɑnɯ	kanı	kɑnɯ	Stem	155
kɑpɯlɑr	kapılar	kɑpɯ-lɑr	Stem-pl	155
kɑpsɑɑʤɑk	kapsayacak	kɑpsɑ-ɑʤɑk	Stem-part:fut	155
kɑrɑmɑn	karaman	kɑrɑmɑn	Stem	155
kooperɑtif	kooperatif	kooperɑtif	Stem	155
kriterlere	kriterlere	kriter-ler-e	Stem-pl-dat	155
limɑnɯ	limanı	limɑn-ɯ	Stem-p3s	155
mɑrkɑɯn	markanın	mɑrkɑ-ɯn	Stem-gen	155
sitemiz	sitemiz	site-miz	Stem-p1p	155
tekin	tekin	tekin	Stem	155
unvɑnɯ	unvanı	unvɑn-ɯ	Stem-p3s	155
ujgɑr	uygar	ujgɑr	Stem	155
vɑsɯtɑɯ	vasıtası	vɑsɯtɑ-ɯ	Stem-p3s	155
vedɑ	veda	vedɑ	Stem	155
zirvei	zirvesi	zirve-i	Stem-p3s	155
ʧiʧekleri	çiçekleri	ʧiʧek-ler-i	Stem-pl-p3s	154
ʧorm	çorum	ʧor-m	Stem-p1s	154
ɯsɯɯ	ısısı	ɯsɯ-ɯ	Stem-p3s	154
yʧy	üçü	yʧ-y	Stem-p3s	154
ylky	ülkü	ylky	Stem	154
ɑrkɑdɑn	arkadan	ɑrkɑ-dɑn	Stem-abl	154
ɑrt	art	ɑrt	Stem	154
ɑteʃi	ateşi	ɑteʃ-i	Stem-p3s	154
byrokrɑtik	bürokratik	byrokrɑtik	Stem	154
bɑɰlɑntɯɯ	bağlantıyı	bɑɰlɑntɯ-ɯ	Stem-acc	154
bɑnkɑlɑrɑ	bankalara	bɑnkɑ-lɑr-ɑ	Stem-pl-dat	154
bɑtɯɑ	batıya	bɑtɯ-ɑ	Stem-dat	154
beledijee	belediyeye	beledije-e	Stem-dat	154
deɰerlendiren	değerlendiren	deɰerlendir-en	Stem-part:pres	154
eɰri	eğri	eɰri	Stem	154
festivɑli	festivali	festivɑl-i	Stem-p3s	154
fijɑtɑ	fiyata	fijɑt-ɑ	Stem-dat	154
hɑstɑnein	hastanenin	hɑstɑne-in	Stem-gen	154
kɑbilijeti	kabiliyeti	kɑbilijet-i	Stem-p3s	154
kɑrʃɯlɑɑn	karşılayan	kɑrʃɯlɑ-ɑn	Stem-part:pres	154
kɑzɑɯn	kazanın	kɑzɑ-ɯn	Stem-gen	154
komisjonuun	komisyonunun	komisjon-u-un	Stem-p3s-gen	154
mɑlijetli	maliyetli	mɑlijet-li	Stem-li	154
muɑfijet	muafiyet	muɑfijet	Stem	154
muhtɑrɯ	muhtarı	muhtɑr-ɯ	Stem-p3s	154
nyfusɑ	nüfusa	nyfus-ɑ	Stem-dat	154
nɑmɑz	namaz	nɑmɑz	Stem	154
pul	pul	pul	Stem	154
sorunɑ	soruna	sorun-ɑ	Stem-dat	154
tɑʃlɑr	taşlar	tɑʃ-lɑr	Stem-pl	154
tɑrtɯʃmɑlɑrɯ	tartışmaları	tɑrtɯʃ-mɑ-lɑr-ɯ	Stem-vn:inf-pl-p3s	154
vɑrɯʃ	varış	vɑr-ɯʃ	Stem-vn:yis	154
ʧeltik	çeltik	ʧeltik	Stem	153
ʧevrili	çevrili	ʧevri-li	Stem-li	153
ʧirkin	çirkin	ʧirkin	Stem	153
ølʧymler	ölçümler	ølʧym-ler	Stem-pl	153
ønerilerde	önerilerde	øneri-ler-de	Stem-pl-loc	153
ʃirketiin	şirketinin	ʃirket-i-in	Stem-p3s-gen	153
ynvɑn	ünvan	ynvɑn	Stem	153
ɑdɑmlɑr	adamlar	ɑdɑm-lɑr	Stem-pl	153
ɑteʃe	ateşe	ɑteʃ-e	Stem-dat	153
bɑsmɑ	basma	bɑs-mɑ	Stem-vn:inf	153
dyʃynmee	düşünmeye	dyʃyn-me-e	Stem-vn:inf-dat	153
eller	eller	el-ler	Stem-pl	153
emisjon	emisyon	emisjon	Stem	153
folklor	folklor	folklor	Stem	153
hɯzɯɯn	hızının	hɯz-ɯ-ɯn	Stem-p3s-gen	153
hɑlktɑn	halktan	hɑlk-tɑn	Stem-abl	153
iʃletmeleri	işletmeleri	iʃletme-ler-i	Stem-pl-p3s	153
komisjonlɑrɯ	komisyonları	komisjon-lɑr-ɯ	Stem-pl-p3s	153
kuʃku	kuşku	kuʃku	Stem	153
mydyryyn	müdürünün	mydyr-y-yn	Stem-p3s-gen	153
mukɑjese	mukayese	mukɑjese	Stem	153
pozisjon	pozisyon	pozisjon	Stem	153
progrɑmndɑn	programından	progrɑm-n-dɑn	Stem-p2s-abl	153
reʃit	reşit	reʃit	Stem	153
sɯɰɯr	sığır	sɯɰɯr	Stem	153
søzleʃmeler	sözleşmeler	søzleʃme-ler	Stem-pl	153
sɑbun	sabun	sɑbun	Stem	153
sɑptɑmɑ	saptamak	sɑptɑ-mɑ	Stem-vn:inf	153
sulɑrdɑ	sularda	su-lɑr-dɑ	Stem-pl-loc	153
tezsiz	tezsiz	tez-siz	Stem-siz	153
jollɑrɯɯn	yollarının	jol-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	153
ødemei	ödemeyi	øde-me-i	Stem-vn:inf-acc	152
ʃɑhɯslɑr	şahıslar	ʃɑhɯs-lɑr	Stem-pl	152
ʃefi	şefi	ʃef-i	Stem-p3s	152
ɑkɯntɯ	akıntı	ɑkɯntɯ	Stem	152
ɑlɯʃveriʃi	alışverişi	ɑlɯʃveriʃ-i	Stem-p3s	152
bɯʧɑk	bıçak	bɯʧɑk	Stem	152
buluʃmɑ	buluşma	buluʃ-mɑ	Stem-vn:inf	152
dønyʃymy	dönüşümü	dønyʃym-y	Stem-acc	152
dɑjɑnɯklɯlɯk	dayanıklılık	dɑjɑnɯklɯ-lɯk	Stem-lik	152
derinden	derinden	deri-n-den	Stem-p2s-abl	152
dejimi	deyimi	dejim-i	Stem-p3s	152
formlɑr	formlar	form-lɑr	Stem-pl	152
gelirken	gelirken	gelir-ken	Stem-cv:ken	152
hɑstɑlɯklɑrɯɯn	hastalıklarının	hɑstɑlɯk-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	152
hɑzɯrlɑɑrɑk	hazırlayarak	hɑzɯr-lɑ-ɑrɑk	Stem-la-cv:erek	152
inʤelemee	incelemeye	inʤele-me-e	Stem-vn:inf-dat	152
inen	inen	in-en	Stem-part:pres	152
internetten	internetten	internet-ten	Stem-abl	152
kɑpitɑlist	kapitalist	kɑpitɑlist	Stem	152
kɑtɯlmɑɑ	katılmaya	kɑtɯl-mɑ-ɑ	Stem-vn:inf-dat	152
kɑti	kati	kɑti	Stem	152
kenɑrlɑrɯ	kenarları	kenɑr-lɑr-ɯ	Stem-pl-p3s	152
kolordu	kolordu	kolordu	Stem	152
mɑnuel	manuel	mɑnuel	Stem	152
migren	migren	migren	Stem	152
mukozɑ	mukoza	mukozɑ	Stem	152
orgɑnlɑr	organlar	orgɑn-lɑr	Stem-pl	152
ojɑ	oya	oj-ɑ	Stem-dat	152
ojunʤɑk	oyuncak	ojunʤɑk	Stem	152
pɑneller	paneller	pɑnel-ler	Stem-pl	152
restorɑsjon	restorasyon	restorɑsjon	Stem	152
syrɑtli	süratli	syrɑt-li	Stem-li	152
semboly	sembolü	sembol-y	Stem-p3s	152
sezon	sezon	sezon	Stem	152
sitemizde	sitemizde	site-miz-de	Stem-p1p-loc	152
sunmɑ	sunma	sun-mɑ	Stem-vn:inf	152
jønetimlerin	yönetimlerin	jønetim-ler-in	Stem-pl-gen	152
jɑjɯm	yayım	jɑjɯm	Stem	152
zirɑi	zirai	zirɑi	Stem	152
ʧivi	çivi	ʧivi	Stem	151
ørgytly	örgütlü	ørgyt-ly	Stem-li	151
yretken	üretken	yretken	Stem	151
ɑlɯnmɑdɑn	alınmadan	ɑlɯn-mɑ-dɑn	Stem-vn:inf-abl	151
ɑmɑn	aman	ɑmɑn	Stem	151
ɑnɑtomi	anatomi	ɑnɑtomi	Stem	151
bɑɰlɑmɑ	bağlama	bɑɰlɑmɑ	Stem	151
bitiʃ	bitiş	bit-iʃ	Stem-vn:yis	151
bulundurɑn	bulunduran	bulundur-ɑn	Stem-part:pres	151
ʤemijet	cemiyet	ʤemijet	Stem	151
deɰerlendirmede	değerlendirmede	deɰerlendir-me-de	Stem-vn:inf-loc	151
dinleme	dinleme	dinle-me	Stem-vn:inf	151
durmɑ	durmak	dur-mɑ	Stem-vn:inf	151
fɑizi	faizi	fɑiz-i	Stem-p3s	151
gørevlileriin	görevlilerinin	gørev-li-ler-i-in	Stem-li-pl-p3s-gen	151
hesɑplɑrɯn	hesapların	hesɑp-lɑr-ɯn	Stem-pl-gen	151
iʃleiʃi	işleyişi	iʃle-iʃ-i	Stem-vn:yis-acc	151
iklimi	iklimi	iklim-i	Stem-p3s	151
iletiʃimin	iletişimin	iletiʃim-in	Stem-gen	151
interɑktif	interaktif	interɑktif	Stem	151
kɑlemi	kalemi	kɑle-m-i	Stem-p1s-acc	151
kɑtkɯlɑr	katkılar	kɑtkɯ-lɑr	Stem-pl	151
kedi	kedi	kedi	Stem	151
kesimin	kesimin	kesim-in	Stem-gen	151
loʒmɑn	lojman	loʒmɑn	Stem	151
mɑlijetiin	maliyetinin	mɑlijet-i-in	Stem-p3s-gen	151
orɑnlɑrɯɯn	oranlarının	orɑn-lɑr-ɯ-ɯn	Stem-pl-p3s-gen	151
sɑvɑʃtɑn	savaştan	sɑvɑʃ-tɑn	Stem-abl	151
tutup	tutup	tut-up	Stem-cv:ip	151
vɑkɑlɑrɯn	vakaların	vɑkɑ-lɑr-ɯn	Stem-pl-gen	151
jorgunluk	yorgunluk	jorgun-luk	Stem-lik	151
zijɑrete	ziyarete	zijɑret-e	Stem-dat	151
yjelikten	üyelikten	yje-lik-ten	Stem-lik-abl	150
ɑmir	amir	ɑmir	Stem	150
bɑtmɑn	batman	bɑtmɑn	Stem	150
bozukluklɑr	bozukluklar	bozuk-luk-lɑr	Stem-lik-pl	150
eriʃkin	erişkin	eriʃkin	Stem	150
etɑptɑ	etapta	etɑp-tɑ	Stem-loc	150
formyly	formülü	formyl-y	Stem-p3s	150
gørevin	görevin	gørev-in	Stem-gen	150
gøzlyk	gözlük	gøzlyk	Stem	150
geʧerlilik	geçerlilik	geʧerli-lik	Stem-lik	150
geʧit	geçit	geʧit	Stem	150
grip	grip	grip	Stem	150
hɑklɑrɑ	haklara	hɑk-lɑr-ɑ	Stem-pl-dat	150
hɑmile	hamile	hɑmile	Stem	150
